Accession_ID	Genotype	Date	Host	Continent	Country	City	Longitude	Latitude
EPI_ISL_18230398	II-ECSA	2023-03-28	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230399	II-ECSA	2023-03-28	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230401	II-ECSA	2023-02-17	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230402	II-ECSA	2023-02-24	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18274468	II-ECSA	2023-06-04	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274469	II-ECSA	2023-06-12	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274470	II-ECSA	2023-06-13	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274471	II-ECSA	2023-06-14	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274472	II-ECSA	2023-07-19	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274473	II-ECSA	2023-07-18	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274474	II-ECSA	2023-06-28	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18274475	II-ECSA	2023-05-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274476	II-ECSA	2023-05-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274477	II-ECSA	2023-05-25	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274478	II-ECSA	2023-05-24	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274479	II-ECSA	2023-05-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274480	II-ECSA	2023-05-31	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274481	II-ECSA	2023-05-22	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274482	II-ECSA	2023-05-28	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274483	II-ECSA	2023-06-21	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274484	II-ECSA	2023-06-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274485	II-ECSA	2023-06-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274486	II-ECSA	2023-06-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274487	II-ECSA	2023-06-29	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274488	II-ECSA	2023-06-30	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274489	II-ECSA	2023-07-10	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274490	II-ECSA	2023-05-30	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274491	II-ECSA	2023-06-05	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274492	II-ECSA	2023-06-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274493	II-ECSA	2023-06-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274494	II-ECSA	2023-06-15	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274495	II-ECSA	2023-06-12	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274496	II-ECSA	2023-06-12	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274497	II-ECSA	2023-06-20	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274498	II-ECSA	2023-05-24	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274499	II-ECSA	2023-06-01	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274500	II-ECSA	2023-06-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274501	II-ECSA	2023-07-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274502	II-ECSA	2023-06-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274503	II-ECSA	2023-06-30	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18274504	II-ECSA	2023-07-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18474282	II-ECSA	2023-05-04	Human	South America	Uruguay	Maldonado	-54.9	-34.9
EPI_ISL_18474283	II-ECSA	2023-02-05	Human	South America	Uruguay	Maldonado	-54.9	-34.9
EPI_ISL_18474284	II-ECSA	2023-04-28	Human	South America	Uruguay	Montevideo	-56.2	-34.9
EPI_ISL_18474285	II-ECSA	2023-03-20	Human	South America	Uruguay	Montevideo	-56.2	-34.9
EPI_ISL_18474286	II-ECSA	2023-05-01	Human	South America	Uruguay	Montevideo	-56.2	-34.9
EPI_ISL_18474287	II-ECSA	2023-05-04	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474288	II-ECSA	2023-03-02	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474289	II-ECSA	2023-05-03	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474290	II-ECSA	2023-03-01	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474291	II-ECSA	2023-05-19	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474292	II-ECSA	2023-05-04	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474293	II-ECSA	2023-04-06	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474294	II-ECSA	2023-04-25	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474295	II-ECSA	2023-04-26	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474296	II-ECSA	2023-05-07	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474297	II-ECSA	2023-05-05	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474298	II-ECSA	2023-04-10	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474299	II-ECSA	2023-02-13	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474300	II-ECSA	2023-04-23	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474301	II-ECSA	2023-05-25	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474302	II-ECSA	2023-04-30	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18474303	II-ECSA	2023-04-10	Human	South America	Uruguay	Rio Negro	-57.3	-33.1
EPI_ISL_18474304	II-ECSA	2023-05-24	Human	South America	Uruguay	Maldonado	-54.9	-34.9
EPI_ISL_18474542	II-ECSA	2023-04-29	Human	South America	Uruguay	Lavalleja	-55	-34.4
EPI_ISL_18480979	II-ECSA	2023-04-25	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18480980	II-ECSA	2023-04-20	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18480981	II-ECSA	2023-04-20	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18480982	II-ECSA	2023-04-14	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18480983	II-ECSA	2023-04-29	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18480984	II-ECSA	2023-04-15	Human	South America	Uruguay	Paysandu	-58.1	-32.3
EPI_ISL_18490191	II-ECSA	2023-01-19	Human	South America	Argentina	NA	-64	-34.6
EPI_ISL_18490192	II-ECSA	2023-02-08	Human	South America	Argentina	NA	-64	-34.6
EPI_ISL_18490193	II-ECSA	2023-03-04	Human	South America	Argentina	NA	-64	-34.6
EPI_ISL_18490194	II-ECSA	2023-02-10	Human	South America	Argentina	NA	-64	-34.6
EPI_ISL_18490195	II-ECSA	2023-02-27	Human	South America	Argentina	NA	-64	-34.6
EPI_ISL_18490196	II-ECSA	2023-02-05	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490197	II-ECSA	2023-04-21	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490198	II-ECSA	2023-03-14	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490199	II-ECSA	2023-03-09	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490200	II-ECSA	2023-02-10	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490201	II-ECSA	2023-03-02	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490202	II-ECSA	2023-03-09	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490203	II-ECSA	2023-03-01	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490204	II-ECSA	2023-03-29	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490205	II-ECSA	2023-03-01	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490206	II-ECSA	2023-03-03	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490207	II-ECSA	2023-04-12	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490208	II-ECSA	2023-02-23	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490209	II-ECSA	2023-03-01	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490210	II-ECSA	2023-03-03	Human	South America	Argentina	Buenos Aires	-58.4	-34.6
EPI_ISL_18490211	II-ECSA	2023-03-03	Human	South America	Argentina	Cordoba	-64.2	-31.4
EPI_ISL_18490212	II-ECSA	2023-02-26	Human	South America	Argentina	Cordoba	-64.2	-31.4
EPI_ISL_18490213	II-ECSA	2023-01-13	Human	South America	Argentina	Cordoba	-64.2	-31.4
EPI_ISL_18490214	II-ECSA	2023-01-25	Human	South America	Argentina	Chaco	-60.4	-27.5
EPI_ISL_18490215	II-ECSA	2023-02-06	Human	South America	Argentina	Chaco	-60.4	-27.5
EPI_ISL_18490216	II-ECSA	2023-02-08	Human	South America	Argentina	Chaco	-60.4	-27.5
EPI_ISL_18490217	II-ECSA	2023-01-19	Human	South America	Argentina	Ciudad Autonoma de Buenos Aires	-58.4	-34.6
EPI_ISL_18490218	II-ECSA	2023-04-24	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490219	II-ECSA	2023-04-28	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490220	II-ECSA	2023-03-30	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490221	II-ECSA	2023-04-25	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490222	II-ECSA	2023-04-25	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490223	II-ECSA	2023-02-20	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490224	II-ECSA	2023-05-04	Human	South America	Argentina	Corrientes	-58.8	-27.5
EPI_ISL_18490225	II-ECSA	2023-02-16	Human	South America	Argentina	Entre Rios	-59.4	-32
EPI_ISL_18490226	II-ECSA	2023-01-25	Human	South America	Argentina	Entre Rios	-59.4	-32
EPI_ISL_18490227	II-ECSA	2023-02-27	Human	South America	Argentina	Entre Rios	-59.4	-32
EPI_ISL_18490228	II-ECSA	2023-01-25	Human	South America	Argentina	Formosa	-58.2	-26.2
EPI_ISL_18490229	II-ECSA	2023-01-11	Human	South America	Argentina	Formosa	-58.2	-26.2
EPI_ISL_18490230	II-ECSA	2023-01-15	Human	South America	Argentina	Formosa	-58.2	-26.2
EPI_ISL_18490231	II-ECSA	2023-01-15	Human	South America	Argentina	Formosa	-58.2	-26.2
EPI_ISL_18490232	II-ECSA	2023-01-22	Human	South America	Argentina	Formosa	-58.2	-26.2
EPI_ISL_18490233	II-ECSA	2023-02-16	Human	South America	Argentina	Misiones	-55.9	-26.8
EPI_ISL_18490234	II-ECSA	2023-02-16	Human	South America	Argentina	Misiones	-55.9	-26.8
EPI_ISL_18490235	II-ECSA	2023-03-22	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18490237	II-ECSA	2023-03-29	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18490238	II-ECSA	2023-03-29	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18490239	II-ECSA	2023-02-02	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18490241	II-ECSA	2023-03-24	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18490242	II-ECSA	2023-02-10	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18490245	II-ECSA	2023-02-13	Human	South America	Argentina	Salta	-65.4	-24.8
EPI_ISL_18497709	II-ECSA	2021-03-17	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497710	II-ECSA	2021-03-17	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497711	II-ECSA	2021-03-24	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497712	II-ECSA	2021-03-24	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497713	II-ECSA	2021-03-24	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497714	II-ECSA	2021-03-24	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497715	II-ECSA	2021-03-30	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497717	II-ECSA	2021-04-15	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497718	II-ECSA	2021-04-16	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497719	II-ECSA	2021-04-15	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497720	II-ECSA	2021-04-23	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497721	II-ECSA	2021-04-23	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497722	II-ECSA	2021-04-26	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497723	II-ECSA	2021-04-27	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497724	II-ECSA	2021-05-07	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497727	II-ECSA	2019-06-19	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497728	II-ECSA	2019-05-18	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497730	II-ECSA	2019-03-09	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18497731	II-ECSA	2017-05-03	Human	South America	Brazil	Rio Grande do Sul	-35.2	-30
EPI_ISL_18539020	II-ECSA	2023-10-17	Human	Asia	India	NA	78	20
EPI_ISL_18553672	II-ECSA	2023-08-09	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18553673	II-ECSA	2023-08-09	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_18553674	II-ECSA	2023-07-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553675	II-ECSA	2023-07-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553676	II-ECSA	2023-07-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553677	II-ECSA	2023-07-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553678	II-ECSA	2023-07-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553679	II-ECSA	2023-07-18	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553680	II-ECSA	2023-07-18	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553681	II-ECSA	2023-07-24	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553682	II-ECSA	2023-07-24	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553683	II-ECSA	2023-07-25	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553684	II-ECSA	2023-07-25	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553685	II-ECSA	2023-07-25	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553686	II-ECSA	2023-07-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553687	II-ECSA	2023-08-08	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553688	II-ECSA	2023-08-08	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553689	II-ECSA	2023-08-08	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18553690	II-ECSA	2023-05-25	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553691	II-ECSA	2023-06-10	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18553692	II-ECSA	2023-04-03	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553693	II-ECSA	2023-06-15	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553694	II-ECSA	2023-06-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553695	II-ECSA	2023-06-21	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553696	II-ECSA	2023-06-23	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553697	II-ECSA	2023-05-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553698	II-ECSA	2023-05-17	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18553699	II-ECSA	2023-06-14	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_18626876	II-ECSA	2022-04-25	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626877	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626878	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626879	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626880	II-ECSA	2022-04-14	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626881	II-ECSA	2022-04-19	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626882	II-ECSA	2022-05-03	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626883	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626884	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626885	II-ECSA	2022-04-29	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626886	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626887	II-ECSA	2022-05-16	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626888	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626889	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626890	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626891	II-ECSA	2022-05-11	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626898	II-ECSA	2022-05-06	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626899	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626900	II-ECSA	2022-05-11	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626901	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626902	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626903	II-ECSA	2022-05-16	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626904	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626905	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626906	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626907	II-ECSA	2022-05-11	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626908	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626909	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626910	II-ECSA	2022-05-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626911	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626912	II-ECSA	2022-04-29	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626913	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626914	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626915	II-ECSA	2022-04-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626916	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626917	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626918	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626919	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626920	II-ECSA	2022-05-11	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626921	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626922	II-ECSA	2022-05-03	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626923	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626924	II-ECSA	2022-05-06	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626925	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626926	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626927	II-ECSA	2022-05-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626928	II-ECSA	2022-04-20	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626929	II-ECSA	2022-04-27	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626930	II-ECSA	2022-04-26	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626931	II-ECSA	2022-04-25	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626932	II-ECSA	2022-05-18	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626933	II-ECSA	2022-04-26	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626934	II-ECSA	2022-04-28	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626935	II-ECSA	2022-04-26	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626936	II-ECSA	2022-05-03	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626937	II-ECSA	2022-05-03	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626938	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626939	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626940	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626941	II-ECSA	2022-05-06	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626942	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626943	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626944	II-ECSA	2022-05-06	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626945	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626946	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626947	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626948	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626949	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626950	II-ECSA	2022-05-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626951	II-ECSA	2022-05-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626952	II-ECSA	2022-05-23	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626953	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626954	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626955	II-ECSA	2022-05-02	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626956	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626957	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626958	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626959	II-ECSA	2022-04-18	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626960	II-ECSA	2022-05-18	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626961	II-ECSA	2022-05-23	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626962	II-ECSA	2022-05-03	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626963	II-ECSA	2022-05-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626964	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626965	II-ECSA	2022-05-10	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626966	II-ECSA	2022-04-27	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626967	II-ECSA	2022-05-09	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626968	II-ECSA	2022-05-05	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626969	II-ECSA	2022-05-11	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626970	II-ECSA	2022-05-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626971	II-ECSA	2022-05-12	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18626972	II-ECSA	2022-05-24	Human	South America	Brazil	Pernambuco	-34.9	-8.1
