Accession_ID	Genotype	Date	Host	Continent	Country	City	Longitude	Latitude
EPI_ISL_17454873	II-ECSA	2017-09-12	Human	Europe	France	NA	2.2	46.2
EPI_ISL_17455033	II-ECSA	2019-10-12	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17455037	II-ECSA	2019-10-12	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17455049	II-ECSA	2019-09-28	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17455103	II-ECSA	2019-11-07	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17455150	II-ECSA	2019-08-12	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17455335	II-ECSA	2018-08-24	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17455375	II-ECSA	2019-08-30	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17455578	II-ECSA	2019-04-14	Human	Asia	Thailand	Ranong	98.6	9.9
EPI_ISL_17455580	II-ECSA	2020-01-17	Human	Asia	Thailand	Samut Prakan	100.6	13.6
EPI_ISL_17455581	II-ECSA	2020-02-05	Human	Asia	Thailand	Bangkok	100.5	13.8
EPI_ISL_17455604	II-ECSA	2020-10-01	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17455791	II-ECSA	2016-09-28	Human	Asia	India	NA	78	20
EPI_ISL_17455792	II-ECSA	2016-10-03	Human	Asia	India	NA	78	20
EPI_ISL_17455793	II-ECSA	2016-09-30	Human	Asia	India	NA	78	20
EPI_ISL_17455794	II-ECSA	2017-09-08	Aedes albopictus	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455796	II-ECSA	2017-09-27	Human	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455798	II-ECSA	2017-09-30	Human	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455799	II-ECSA	2017-08-02	Human	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455804	II-ECSA	2017-08-09	Human	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455806	II-ECSA	2017-09-27	Aedes albopictus	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455808	II-ECSA	2017-08-02	Human	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455812	II-ECSA	2017-08-02	Human	Europe	Italy	NA	12.5	41.9
EPI_ISL_17455845	II-ECSA	2017-09-01	Human	Asia	China	Zhejiang	120.2	30.3
EPI_ISL_17455846	II-ECSA	2017-08-23	Human	Asia	China	Zhejiang	120.2	30.3
EPI_ISL_17455847	II-ECSA	2020-09-01	Human	Asia	Malaysia	NA	101.7	3.1
EPI_ISL_17455851	II-ECSA	2020-09-03	Human	Asia	Malaysia	NA	101.7	3.1
EPI_ISL_17455869	II-ECSA	2019-10-04	Human	Asia	China	Beijing	116.4	39.9
EPI_ISL_17455870	II-ECSA	2019-10-08	Human	Asia	China	Beijing	116.4	39.9
EPI_ISL_17455871	II-ECSA	2019-10-10	Human	Asia	China	Beijing	116.4	39.9
EPI_ISL_17455903	II-ECSA	2019-08-28	Human	Asia	India	NA	78	20
EPI_ISL_17456103	II-ECSA	2016-04-16	Human	South America	Brazil	Alagoas	-36.5	-9.6
EPI_ISL_17456108	II-ECSA	2017-03-02	Human	South America	Brazil	Roraima	-51.2	2.8
EPI_ISL_17456110	II-ECSA	2016-06-20	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456121	II-ECSA	2016-04-07	Human	South America	Brazil	Alagoas	-36.5	-9.6
EPI_ISL_17456125	II-ECSA	2016-04-17	Human	South America	Brazil	Alagoas	-36.5	-9.6
EPI_ISL_17456128	II-ECSA	2017-02-27	Human	South America	Brazil	Roraima	-51.2	2.8
EPI_ISL_17456129	II-ECSA	2016-06-17	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456132	II-ECSA	2017-02-27	Human	South America	Brazil	Roraima	-51.2	2.8
EPI_ISL_17456178	II-ECSA	2016-08-28	Human	Asia	India	NA	78	20
EPI_ISL_17456680	II-ECSA	2016-05-17	Aedes albopictus	North America	Haiti	NA	-72.3	18.9
EPI_ISL_17456681	II-ECSA	2016-06-27	Other: Culex quinquefasciatus	North America	Haiti	NA	-72.3	18.9
EPI_ISL_17456702	II-ECSA	2017-05-16	Aedes aegypti	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456704	II-ECSA	2017-01-25	Other: Culex quinquefasciatus	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456705	II-ECSA	2017-01-25	Aedes aegypti	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456706	II-ECSA	2017-01-24	Aedes aegypti	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456709	II-ECSA	2017-01-26	Other: Culex quinquefasciatus	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456710	II-ECSA	2017-01-26	Aedes aegypti	South America	Brazil	NA	-47	-15.8
EPI_ISL_17456786	II-ECSA	2016-01-13	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456787	II-ECSA	2016-01-14	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456833	II-ECSA	2022-02-09	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456836	II-ECSA	2022-02-07	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456838	II-ECSA	2022-01-25	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456843	II-ECSA	2021-11-18	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456847	II-ECSA	2021-10-08	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456848	II-ECSA	2021-07-30	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456850	II-ECSA	2021-09-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456854	II-ECSA	2022-01-22	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17456858	II-ECSA	2019-12-15	Human	Africa	Djibouti	Djibouti	43.1	11.8
EPI_ISL_17456871	II-ECSA	2016-04-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_17456878	II-ECSA	2018-03-20	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17456914	II-ECSA	2018-02-01	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17456920	II-ECSA	2019-03-30	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456921	II-ECSA	2019-03-30	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456922	II-ECSA	2019-03-29	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456923	II-ECSA	2019-03-28	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456924	II-ECSA	2019-03-27	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456925	II-ECSA	2019-03-28	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456926	II-ECSA	2019-03-23	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17456929	II-ECSA	2016-10-13	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_17456934	II-ECSA	2018-07-03	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_17456938	II-ECSA	2018-02-23	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17456939	II-ECSA	2019-03-23	Human	South America	Brazil	Rio Grande do Norte	-5.8	-5.8
EPI_ISL_17457701	II-ECSA	2017-12-15	Human	Asia	China	Henan	113.7	34.8
EPI_ISL_17458235	II-ECSA	2019-08-08	Human	Asia	China	Beijing	116.4	39.9
EPI_ISL_17458262	II-ECSA	2019-03-26	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458270	II-ECSA	2019-01-21	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458271	II-ECSA	2019-02-01	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458273	II-ECSA	2019-01-07	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458276	II-ECSA	2019-03-26	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458277	II-ECSA	2019-03-22	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458279	II-ECSA	2019-03-21	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458280	II-ECSA	2019-02-06	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458281	II-ECSA	2019-01-21	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458282	II-ECSA	2019-03-21	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458283	II-ECSA	2019-03-21	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458285	II-ECSA	2019-01-21	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458286	II-ECSA	2019-01-07	Human	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458288	II-ECSA	2019-03-20	Aedes albopictus	Africa	Democratic Republic of the Congo	NA	23.7	-4
EPI_ISL_17458325	II-ECSA	2021-01-28	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458326	II-ECSA	2020-09-05	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458327	II-ECSA	2021-03-25	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458328	II-ECSA	2021-03-23	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458329	II-ECSA	2021-01-15	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458330	II-ECSA	2021-02-21	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458331	II-ECSA	2021-03-09	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458332	II-ECSA	2021-02-13	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458333	II-ECSA	2021-05-11	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458334	II-ECSA	2021-04-04	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458335	II-ECSA	2021-02-02	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458336	II-ECSA	2021-02-09	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458337	II-ECSA	2021-05-05	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458338	II-ECSA	2021-05-12	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458339	II-ECSA	2021-04-27	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458340	II-ECSA	2021-04-06	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458341	II-ECSA	2021-01-28	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458342	II-ECSA	2021-02-13	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458343	II-ECSA	2021-02-09	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458344	II-ECSA	2021-01-07	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458345	II-ECSA	2021-05-05	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458346	II-ECSA	2021-02-25	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458347	II-ECSA	2021-02-20	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458348	II-ECSA	2021-02-14	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458349	II-ECSA	2021-02-09	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458350	II-ECSA	2021-02-08	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458351	II-ECSA	2021-01-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458352	II-ECSA	2020-12-17	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458353	II-ECSA	2020-12-26	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458354	II-ECSA	2021-01-28	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458355	II-ECSA	2021-04-29	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458356	II-ECSA	2020-11-20	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458357	II-ECSA	2021-05-06	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458358	II-ECSA	2021-02-02	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458359	II-ECSA	2021-02-18	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458360	II-ECSA	2021-02-22	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458361	II-ECSA	2021-01-23	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458362	II-ECSA	2021-02-01	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458363	II-ECSA	2021-02-25	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458364	II-ECSA	2021-02-22	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458365	II-ECSA	2021-04-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458366	II-ECSA	2021-01-06	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458367	II-ECSA	2021-01-31	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458368	II-ECSA	2021-02-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458369	II-ECSA	2021-02-25	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458370	II-ECSA	2021-02-13	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458371	II-ECSA	2021-03-05	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458372	II-ECSA	2021-03-15	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458373	II-ECSA	2021-04-13	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458374	II-ECSA	2021-03-22	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458375	II-ECSA	2021-02-02	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458376	II-ECSA	2021-01-07	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17458377	II-ECSA	2021-01-31	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17458379	II-ECSA	2016-03-16	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17458380	II-ECSA	2016-03-16	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17458770	II-ECSA	2015-09-22	Human	Asia	India	NA	78	20
EPI_ISL_17458778	II-ECSA	2015-12-03	Human	Asia	India	NA	78	20
EPI_ISL_17458787	II-ECSA	2015-09-11	Human	Asia	India	NA	78	20
EPI_ISL_17458809	II-ECSA	2017-04-03	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458819	II-ECSA	2017-12-05	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458824	II-ECSA	2015-09-02	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458825	II-ECSA	2017-12-13	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458826	II-ECSA	2016-01-26	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458835	II-ECSA	2018-01-03	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458836	II-ECSA	2018-01-12	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458838	II-ECSA	2017-07-19	Human	Africa	Kenya	Kilifi	39.7	-3.6
EPI_ISL_17458877	II-ECSA	2019-05-07	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458878	II-ECSA	2019-06-28	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458879	II-ECSA	2019-08-01	Human	Asia	Myanmar	NA	96	22
EPI_ISL_17458880	II-ECSA	2019-08-02	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458881	II-ECSA	2019-05-08	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458882	II-ECSA	2019-07-25	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458883	II-ECSA	2019-07-26	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458884	II-ECSA	2019-08-01	Human	Asia	Myanmar	NA	96	22
EPI_ISL_17458885	II-ECSA	2019-07-30	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458886	II-ECSA	2019-07-02	Human	Asia	China	Yunnan	102.7	25
EPI_ISL_17458914	II-ECSA	2018-05-30	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17458915	II-ECSA	2018-12-31	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17458916	II-ECSA	2018-03-31	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17458917	II-ECSA	2018-12-31	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17458918	II-ECSA	2018-02-28	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17458919	II-ECSA	2018-02-28	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17459187	II-ECSA	2016-03-03	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17459743	II-ECSA	2021-02-12	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459744	II-ECSA	2020-07-01	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459745	II-ECSA	2020-10-14	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459746	II-ECSA	2020-12-24	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459747	II-ECSA	2020-10-09	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459748	II-ECSA	2020-10-06	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459749	II-ECSA	2020-09-28	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459750	II-ECSA	2020-09-22	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459751	II-ECSA	2020-11-16	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459753	II-ECSA	2020-07-15	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459755	II-ECSA	2020-12-25	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459756	II-ECSA	2021-02-24	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459757	II-ECSA	2020-07-23	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459758	II-ECSA	2021-03-05	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459759	II-ECSA	2020-11-18	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459760	II-ECSA	2020-11-02	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459761	II-ECSA	2021-05-24	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459762	II-ECSA	2020-12-07	Human	Asia	Cambodia	NA	104.9	12.6
EPI_ISL_17459920	II-ECSA	2016-05-11	Human	Africa	Angola	NA	17.8	-12.3
EPI_ISL_17459936	II-ECSA	2019-03-05	Human	Africa	Republic of the Congo	Pointe-Noire	11.9	-4.8
EPI_ISL_17459942	II-ECSA	2019-03-20	Human	Africa	Republic of the Congo	Pointe-Noire	11.9	-4.8
EPI_ISL_17460254	II-ECSA	2016-06-29	Human	Asia	India	NA	78	20
EPI_ISL_17460265	II-ECSA	2019-03-30	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460266	II-ECSA	2020-07-21	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460268	II-ECSA	2019-04-24	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460269	II-ECSA	2019-04-01	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460272	II-ECSA	2019-04-07	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460274	II-ECSA	2019-06-18	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460275	II-ECSA	2020-09-25	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460278	II-ECSA	2019-08-02	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460284	II-ECSA	2020-06-29	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460285	II-ECSA	2020-08-19	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460286	II-ECSA	2020-09-13	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460287	II-ECSA	2019-05-19	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460288	II-ECSA	2019-04-04	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460289	II-ECSA	2019-04-03	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460296	II-ECSA	2020-09-08	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460299	II-ECSA	2020-08-28	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460300	II-ECSA	2019-03-31	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460301	II-ECSA	2020-08-20	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460302	II-ECSA	2020-08-26	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460303	II-ECSA	2020-08-04	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460304	II-ECSA	2019-04-14	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460305	II-ECSA	2019-03-30	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460308	II-ECSA	2019-04-10	Human	Asia	Maldives	NA	90.4	3.2
EPI_ISL_17460313	II-ECSA	2018-06-06	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460319	II-ECSA	2018-06-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460321	II-ECSA	2016-02-25	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17460325	II-ECSA	2018-06-05	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460326	II-ECSA	2018-06-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460327	II-ECSA	2018-06-06	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460329	II-ECSA	2016-08-22	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460332	II-ECSA	2016-12-12	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460333	II-ECSA	2017-03-24	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460337	II-ECSA	2016-05-05	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460338	II-ECSA	2016-07-28	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460339	II-ECSA	2017-03-16	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460346	II-ECSA	2016-04-06	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460350	II-ECSA	2016-02-22	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17460351	II-ECSA	2016-02-15	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17460352	II-ECSA	2016-02-19	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17460353	II-ECSA	2016-02-15	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17460354	II-ECSA	2016-02-18	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17460356	II-ECSA	2016-02-04	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_17460357	II-ECSA	2016-10-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_17460358	II-ECSA	2016-10-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_17460359	II-ECSA	2016-10-10	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_17460360	II-ECSA	2016-10-10	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_17460372	II-ECSA	2019-08-14	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460375	II-ECSA	2019-07-07	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460376	II-ECSA	2019-05-28	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460382	II-ECSA	2019-05-11	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460383	II-ECSA	2019-07-01	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460385	II-ECSA	2019-07-02	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460388	II-ECSA	2019-01-28	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460389	II-ECSA	2019-01-21	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460391	II-ECSA	2019-06-13	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460402	II-ECSA	2019-06-07	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460403	II-ECSA	2019-04-17	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460404	II-ECSA	2019-05-08	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460410	II-ECSA	2019-02-05	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460411	II-ECSA	2019-06-19	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460412	II-ECSA	2019-03-15	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460413	II-ECSA	2019-04-17	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460415	II-ECSA	2019-04-22	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460416	II-ECSA	2019-05-06	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460418	II-ECSA	2019-03-08	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17460459	II-ECSA	2018-06-27	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460485	II-ECSA	2016-10-23	Human	Asia	India	NA	78	20
EPI_ISL_17460490	II-ECSA	2016-09-02	Human	Asia	India	NA	78	20
EPI_ISL_17460491	II-ECSA	2016-09-13	Human	Asia	India	NA	78	20
EPI_ISL_17460493	II-ECSA	2016-10-23	Human	Asia	India	NA	78	20
EPI_ISL_17460508	II-ECSA	2016-09-11	Human	Asia	India	NA	78	20
EPI_ISL_17460509	II-ECSA	2016-09-17	Human	Asia	India	NA	78	20
EPI_ISL_17460512	II-ECSA	2016-09-02	Human	Asia	India	NA	78	20
